            age,Hours_Studied,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
27,Medium,Yes,7,77,Medium,Yes,Medium,Public,2,Yes,Postgraduate,Moderate,Female,69
25,Medium,Yes,7,70,Low,Yes,Medium,Private,3,No,Postgraduate,Moderate,Male,70
24,Medium,Yes,8,86,High,Yes,Medium,Private,3,No,College,Near,Male,74
24,Medium,Yes,7,96,High,Yes,Low,Public,0,No,College,Moderate,Female,70
20,Medium,Yes,7,91,Low,Yes,Medium,Public,2,No,Postgraduate,Moderate,Male,66
15,High,Yes,8,97,Medium,Yes,Low,Private,3,No,College,Near,Female,69
20,Medium,No,6,63,Low,Yes,Low,Public,3,No,Postgraduate,Near,Male,64
16,Low,Yes,8,56,Medium,No,Low,Public,1,No,High School,Near,Male,62
26,Low,No,7,77,Medium,Yes,Medium,Public,3,No,High School,Moderate,Female,70
19,High,Yes,7,52,Medium,Yes,Medium,Public,4,No,High School,Moderate,Male,68
15,Medium,Yes,6,84,Low,Yes,Medium,Public,3,No,College,Near,Female,65
18,High,No,7,62,Low,Yes,Medium,Public,3,No,High School,Moderate,Male,65
22,High,Yes,6,73,Low,Yes,High,Public,4,No,Postgraduate,Moderate,Female,71
17,High,Yes,9,83,Low,Yes,Medium,Public,5,No,High School,Near,Male,66
15,Medium,No,4,74,Medium,Yes,Low,Public,3,No,College,Moderate,Male,61
21,Low,Yes,8,62,Low,Yes,Medium,Public,5,Yes,High School,Near,Male,67
21,Low,Yes,4,94,Medium,Yes,Low,Private,2,No,College,Far,Male,65
17,Medium,No,8,88,Medium,Yes,Low,Public,3,No,High School,Near,Female,65
17,Medium,Yes,6,80,Medium,No,Low,Private,5,No,High School,Moderate,Male,65
21,Medium,No,8,85,High,Yes,Medium,Public,4,No,High School,Moderate,Male,73
11,Medium,Yes,7,71,Medium,No,Medium,Public,2,No,College,Near,Male,62
12,Medium,Yes,5,69,Low,Yes,Medium,Public,2,No,College,Moderate,Female,60
16,Low,Yes,9,58,Low,Yes,Medium,Public,3,No,College,Moderate,Female,61
19,Low,Yes,8,90,High,Yes,Low,Private,3,No,Postgraduate,Far,Male,67
22,High,No,8,69,Medium,No,Medium,Private,4,No,College,Near,Male,70
29,Low,No,6,85,Medium,Yes,Medium,Public,1,No,College,Near,Male,69
25,Medium,Yes,8,65,High,No,Medium,Public,5,No,College,Far,Female,66
19,Medium,No,5,90,Low,Yes,Low,Public,3,No,College,Moderate,Male,64
20,High,Yes,4,55,Medium,Yes,High,Private,2,No,Postgraduate,Moderate,Male,68
14,High,Yes,5,81,Medium,Yes,Low,Public,4,No,Postgraduate,Far,Female,67
20,Medium,No,6,90,High,Yes,Medium,Public,1,No,College,Near,Female,64
18,Medium,Yes,6,83,High,Yes,Low,Public,2,No,College,Near,Male,65
22,Low,Yes,6,85,Medium,Yes,High,Public,3,Yes,Postgraduate,Near,Female,66
15,Medium,Yes,6,76,High,Yes,Medium,Private,4,Yes,High School,,Female,63
23,High,Yes,6,78,Low,Yes,Low,Public,2,No,High School,Moderate,Female,68
29,Medium,Yes,4,53,Medium,Yes,Medium,Private,4,No,High School,Far,Male,66
19,Medium,No,7,63,Low,No,Low,Public,5,No,High School,Near,Male,63
22,Low,No,7,86,Low,Yes,Low,Public,3,No,High School,Moderate,Female,63
24,High,Yes,6,97,Medium,Yes,Medium,Public,4,No,College,Far,Male,74
18,Medium,Yes,9,77,Low,Yes,Medium,Public,2,No,College,Moderate,Male,70
21,High,Yes,7,86,Medium,Yes,Low,Private,3,No,High School,Near,Male,68
20,Medium,Yes,7,84,Medium,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,66
21,Medium,No,8,100,Low,Yes,Medium,Public,4,No,High School,Far,Male,63
15,Low,No,5,90,Medium,Yes,Low,Public,3,No,College,Far,Female,67
20,Medium,No,7,81,Medium,Yes,Medium,Public,3,No,High School,Moderate,Male,62
23,High,No,8,56,Medium,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,71
29,High,No,7,68,Medium,Yes,Medium,Public,4,No,Postgraduate,Near,Male,72
26,Medium,Yes,5,63,Medium,No,High,Private,2,No,Postgraduate,Near,Male,72
33,Medium,Yes,6,93,High,Yes,Low,Public,3,No,High School,Far,Female,68
15,Medium,Yes,7,72,Low,Yes,Medium,Public,5,No,High School,Near,Female,66
25,Medium,No,4,77,Medium,Yes,Low,Public,3,No,High School,Near,Male,70
21,Medium,Yes,5,98,High,No,Low,Private,4,No,Postgraduate,Near,Male,66
33,Medium,Yes,10,92,Low,Yes,High,Private,3,No,Postgraduate,Near,Female,72
15,High,Yes,8,89,Low,Yes,High,Public,4,No,High School,Moderate,Female,64
15,High,No,9,57,Medium,Yes,Medium,Private,3,No,High School,,Female,63
16,Medium,No,8,51,Medium,Yes,Low,Public,2,No,Postgraduate,Far,Female,61
7,High,Yes,8,56,Medium,Yes,Low,Private,2,No,High School,Far,Male,62
17,Medium,No,7,87,High,Yes,Medium,Public,4,No,High School,Near,Female,68
15,Low,Yes,8,71,Low,Yes,Medium,Public,3,No,High School,Near,Male,68
21,Low,No,9,56,High,Yes,Medium,Public,5,No,High School,Moderate,Male,63
22,Medium,Yes,8,87,Low,Yes,Medium,Private,4,No,High School,Moderate,Female,70
31,High,Yes,7,60,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,68
26,High,Yes,7,79,Medium,Yes,Low,Private,5,No,High School,Near,Female,72
17,Medium,Yes,8,87,Medium,Yes,Low,Public,3,No,College,Near,Male,67
15,Low,No,6,80,Medium,No,Low,Private,1,No,College,Near,Male,61
23,Low,No,8,100,Medium,No,Low,Public,3,No,Postgraduate,Near,Male,69
12,Medium,Yes,6,72,High,Yes,Low,Private,2,No,High School,Moderate,Female,61
31,High,Yes,6,66,Medium,Yes,Medium,Public,3,No,College,Moderate,Male,75
27,High,No,5,60,Medium,Yes,High,Public,2,No,College,Moderate,Female,68
17,Medium,Yes,6,75,Low,Yes,Medium,Public,4,No,High School,Near,Male,65
10,High,Yes,6,93,High,Yes,Medium,Public,3,No,College,Moderate,Female,67
28,Medium,Yes,10,97,High,Yes,Medium,Public,6,No,High School,Near,Female,75
19,Low,No,6,99,Medium,Yes,Medium,Public,3,No,College,Near,Male,64
27,Medium,No,8,77,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,70
10,High,No,6,80,Medium,No,Medium,Public,4,No,High School,Moderate,Female,67
16,Medium,Yes,7,79,Low,Yes,Medium,Public,3,No,High School,Near,Male,63
20,High,No,7,73,Medium,Yes,Medium,Public,4,No,College,,Female,65
20,Medium,Yes,4,58,Medium,Yes,Medium,Public,3,No,High School,Far,Female,67
17,Low,Yes,5,53,Medium,Yes,High,Public,3,No,College,Near,Male,86
24,Low,No,6,72,High,Yes,Medium,Public,3,Yes,High School,Moderate,Female,67
14,High,No,5,59,Low,Yes,High,Public,4,No,Postgraduate,Far,Male,63
19,Medium,No,7,94,Medium,Yes,Medium,Public,3,No,College,Moderate,Female,66
21,High,No,7,88,Low,Yes,Low,Private,1,No,,Near,Male,65
23,Medium,No,5,81,Medium,Yes,Medium,Private,3,No,High School,Near,Female,67
24,Medium,No,7,52,Low,Yes,High,Public,4,No,College,Near,Male,69
13,High,No,6,81,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Male,66
11,Medium,Yes,7,81,Medium,Yes,High,Public,2,No,High School,Moderate,Male,64
28,High,Yes,6,72,Medium,Yes,Low,Public,2,No,Postgraduate,Near,Female,73
22,Low,No,8,83,Low,Yes,Low,Public,1,No,College,Far,Male,66
16,Medium,No,9,93,Low,Yes,Low,Public,4,No,Postgraduate,Near,Female,68
29,High,Yes,8,88,Low,Yes,Medium,Public,4,No,College,Moderate,Male,70
21,High,No,9,74,Medium,Yes,Low,Private,2,No,,Near,Female,69
27,Medium,Yes,5,63,Low,Yes,High,Public,4,No,High School,Near,Female,67
20,Medium,No,6,74,Low,Yes,Medium,Private,3,No,College,Moderate,Male,62
32,Medium,No,8,97,High,Yes,Low,Public,2,No,High School,Near,Male,68
31,Medium,Yes,9,91,Medium,Yes,Low,Private,4,No,Postgraduate,Near,Male,72
19,Low,No,8,51,Medium,Yes,Medium,Private,5,No,Postgraduate,Near,Male,69
26,Low,No,5,89,Low,Yes,High,Private,2,No,High School,Near,Male,66
24,High,No,6,59,Medium,Yes,Low,Public,3,No,High School,Moderate,Female,70
28,High,No,8,79,Medium,Yes,Medium,Public,3,No,High School,Far,Male,71
14,Medium,Yes,7,90,Medium,Yes,Low,Public,3,No,College,Near,Female,65
24,High,Yes,6,78,Medium,Yes,Low,Public,3,No,College,Near,Female,70
26,Low,No,7,70,High,No,Medium,Public,4,Yes,High School,Moderate,Male,65
9,Medium,No,7,66,Low,Yes,High,Private,3,No,High School,Far,Female,62
13,High,Yes,5,65,Medium,Yes,High,Private,2,No,High School,Far,Male,62
8,High,Yes,8,92,Medium,Yes,Medium,Public,3,No,Postgraduate,Moderate,Female,70
18,Medium,Yes,6,91,Medium,No,Low,Private,3,No,College,Near,Male,66
24,High,Yes,7,91,Low,Yes,Low,Private,4,No,High School,Near,Female,67
29,Medium,No,9,64,Medium,Yes,Medium,Public,3,No,High School,Near,Female,72
20,High,Yes,7,90,Low,Yes,Low,Private,3,No,Postgraduate,Near,Female,66
30,Medium,Yes,8,52,Medium,Yes,Medium,Public,2,Yes,College,Moderate,Female,68
12,High,No,5,60,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,62
10,Low,Yes,8,76,Medium,Yes,High,Private,3,Yes,Postgraduate,Moderate,Male,64
20,Medium,No,8,70,Medium,Yes,Low,Public,5,No,Postgraduate,Near,Female,65
22,Medium,Yes,6,56,Low,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,66
20,Medium,No,7,52,Medium,Yes,Low,Private,3,No,High School,Near,Female,64
8,Medium,Yes,7,81,Low,Yes,Low,Public,3,No,College,Near,Male,67
19,High,Yes,7,66,Low,Yes,Medium,Public,4,No,College,Near,Female,69
12,High,Yes,8,51,Medium,Yes,Medium,Public,5,No,Postgraduate,Moderate,Male,68
24,Medium,No,6,72,High,Yes,Low,Public,4,No,High School,Near,Male,64
22,High,Yes,7,65,Medium,Yes,High,Private,2,No,High School,Moderate,Female,68
14,Low,Yes,9,79,Medium,Yes,Medium,Public,3,No,High School,Near,Male,64
17,Medium,No,9,96,High,Yes,High,Public,1,No,Postgraduate,Near,Male,71
14,High,Yes,8,65,Low,Yes,Low,Public,2,No,High School,Far,Male,61
20,Low,No,7,100,Medium,Yes,Low,Public,3,No,College,Near,Male,68
26,High,Yes,10,54,Low,Yes,High,Public,5,No,,Near,Male,73
14,High,Yes,9,54,Medium,No,Medium,Public,1,No,College,Near,Male,64
23,Medium,Yes,7,86,Medium,Yes,Low,Public,4,Yes,Postgraduate,Far,Male,72
17,Medium,Yes,7,87,High,Yes,Medium,Public,3,No,High School,Near,Male,65
15,Medium,Yes,6,71,Medium,Yes,Medium,Public,4,No,High School,Near,Female,68
19,High,Yes,8,64,Medium,Yes,Low,Public,3,No,High School,Near,Male,71
14,Medium,Yes,8,90,Medium,No,Medium,Public,3,Yes,Postgraduate,Near,Male,65
17,Medium,No,8,98,Low,Yes,Medium,Private,2,No,High School,Near,Male,66
13,Low,No,7,99,Medium,Yes,Medium,Public,1,No,Postgraduate,Moderate,Female,63
32,Medium,No,5,82,Medium,Yes,Medium,Public,3,No,High School,Moderate,Male,74
20,High,Yes,7,87,Low,No,Medium,Private,4,Yes,High School,Near,Female,66
16,Medium,No,8,91,High,Yes,Medium,Public,3,No,College,Moderate,Male,63
21,High,Yes,6,90,High,Yes,High,Private,4,No,High School,Moderate,Male,72
19,Medium,No,7,100,Low,Yes,High,Public,2,No,College,Far,Female,69
19,Medium,Yes,9,91,Medium,Yes,Medium,Public,4,No,College,Near,Male,67
24,Low,No,5,83,Low,Yes,Low,Private,3,No,High School,Near,Male,66
25,High,No,7,69,Medium,Yes,Low,Private,5,No,High School,Moderate,Female,64
17,Low,No,9,80,Medium,Yes,Medium,Public,2,No,College,Near,Female,67
17,Medium,No,7,94,High,Yes,Low,Public,3,No,College,Near,Female,69
18,Medium,Yes,6,65,Medium,Yes,Low,Public,2,No,College,,Female,65
6,Medium,No,7,52,High,Yes,Medium,Public,2,No,College,Near,Female,64
11,Medium,Yes,8,66,High,No,High,Public,4,No,High School,Near,Female,65
28,Medium,Yes,7,98,Medium,Yes,Low,Private,1,Yes,High School,Near,Male,72
30,Low,Yes,8,90,Medium,Yes,Low,Public,2,No,High School,Moderate,Female,66
19,Medium,No,7,59,Medium,Yes,Low,Public,3,No,College,Near,Female,66
23,High,Yes,7,51,Medium,Yes,Low,Private,3,No,College,Moderate,Male,67
22,Medium,Yes,8,83,High,Yes,High,Private,3,Yes,Postgraduate,Moderate,Male,69
38,Low,Yes,7,79,Low,Yes,Low,Public,3,No,High School,Near,Male,73
27,Medium,No,6,54,Medium,Yes,Medium,Public,3,No,College,Near,Female,69
19,Medium,No,8,98,Medium,Yes,Low,Private,4,Yes,High School,Near,Male,68
14,Low,Yes,7,81,Medium,Yes,Low,Public,3,No,High School,Moderate,Female,61
10,Medium,Yes,6,83,Medium,No,Low,Public,4,No,High School,Near,Male,63
21,Medium,Yes,8,93,Low,Yes,Low,Public,2,No,High School,Far,Female,63
15,Low,Yes,9,67,Medium,Yes,Low,Public,2,No,College,Near,Male,68
11,Medium,No,7,78,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,63
16,High,Yes,7,79,Medium,Yes,Medium,Private,4,Yes,Postgraduate,Near,Female,66
14,High,Yes,5,98,Medium,Yes,Low,Public,4,No,High School,Moderate,Female,65
30,High,No,7,57,High,Yes,Low,Public,1,Yes,College,Near,Female,68
25,Medium,Yes,7,88,High,Yes,Low,Public,4,No,College,Near,Female,66
20,Low,No,7,79,Low,No,Medium,Public,5,No,Postgraduate,Moderate,Male,66
29,High,No,6,92,Medium,Yes,Low,Private,4,No,High School,Near,Male,70
20,Low,Yes,8,92,Medium,Yes,Medium,Public,2,No,High School,Near,Female,61
15,Medium,Yes,7,51,Medium,Yes,Low,Private,3,No,High School,Moderate,Male,61
29,Medium,Yes,10,63,High,Yes,Low,Private,4,No,High School,Moderate,Male,71
23,Low,Yes,7,59,Medium,Yes,Medium,Public,2,No,High School,Near,Male,67
14,High,Yes,4,73,Medium,Yes,Medium,Public,3,No,College,Near,Male,70
19,High,No,5,95,Medium,Yes,Low,Private,4,No,College,Moderate,Male,69
15,High,No,8,50,Medium,Yes,Medium,Public,4,No,High School,Near,Female,65
12,High,Yes,6,74,High,Yes,Medium,Public,2,No,High School,Moderate,Male,61
26,Medium,No,6,94,Low,Yes,Low,Public,4,No,Postgraduate,Near,Male,68
31,High,Yes,5,96,Medium,Yes,Low,Public,2,No,High School,Near,Male,74
12,Medium,No,6,83,Low,Yes,Medium,Public,3,No,High School,Near,Female,67
23,Medium,Yes,7,91,Low,Yes,High,Public,1,No,High School,Near,Female,70
16,Low,Yes,8,66,Low,Yes,High,Private,2,Yes,High School,Moderate,Female,59
17,High,No,5,64,Low,Yes,Medium,Private,2,No,College,Near,Male,64
16,High,Yes,8,52,Medium,Yes,Medium,Public,4,No,College,Near,Female,66
15,Low,Yes,5,75,Medium,Yes,Medium,Public,3,No,High School,Far,Female,63
20,Low,Yes,8,73,Low,Yes,High,Public,3,No,College,Near,Female,61
15,Low,Yes,8,69,Low,Yes,Low,Public,4,No,High School,Moderate,Female,68
22,Medium,No,6,56,Low,Yes,Medium,Private,3,No,High School,Far,Male,65
20,Medium,No,5,62,Medium,Yes,Medium,Private,4,No,High School,Far,Male,69
19,High,Yes,8,60,Medium,Yes,Low,Private,4,No,High School,Moderate,Male,68
15,Medium,Yes,6,97,Low,Yes,High,Public,2,No,High School,Near,Male,69
17,Medium,Yes,7,98,High,Yes,Low,Public,2,No,College,Far,Female,67
25,High,No,8,50,High,Yes,High,Public,1,No,College,Moderate,Female,70
23,Medium,Yes,8,59,Low,Yes,Low,Public,3,No,Postgraduate,Moderate,Female,68
14,Medium,No,6,94,Low,Yes,High,Public,4,No,College,Near,Male,67
21,High,No,7,52,Medium,Yes,Low,Public,3,No,High School,Far,Male,67
25,High,Yes,6,97,High,Yes,Medium,Public,3,No,College,Moderate,Male,75
10,Low,Yes,8,69,Low,Yes,Low,Public,4,No,College,Moderate,Male,63
23,Low,No,9,77,High,Yes,Low,Public,5,No,High School,Near,Male,70
16,Medium,Yes,6,88,Low,Yes,High,Public,4,No,High School,Near,Female,70
23,Medium,Yes,7,62,Medium,Yes,Medium,Public,4,Yes,High School,Far,Male,64
15,Medium,No,8,55,Low,Yes,Medium,Public,3,No,College,Near,Female,59
9,Medium,No,7,90,High,Yes,High,Public,3,No,High School,Near,Male,63
10,High,Yes,8,99,Medium,No,Medium,Public,4,No,Postgraduate,Moderate,Female,67
20,Low,Yes,7,83,Medium,Yes,Medium,Private,2,Yes,High School,Near,Male,68
22,Medium,Yes,5,91,Low,Yes,Medium,Private,3,No,Postgraduate,Near,Male,68
15,Medium,No,7,97,Medium,Yes,Low,Private,2,No,High School,Near,Female,97
24,Medium,No,9,61,Medium,Yes,Low,Public,4,No,College,Near,Female,66
10,Medium,No,7,68,High,Yes,Medium,Public,3,No,Postgraduate,Near,Male,61
20,High,No,9,61,High,Yes,High,Public,3,No,College,Near,Male,70
13,Low,Yes,4,53,High,Yes,Medium,Public,1,No,Postgraduate,Near,Male,65
16,Low,Yes,8,87,High,Yes,Medium,Public,2,No,High School,Moderate,Female,64
20,Medium,Yes,6,57,High,Yes,Medium,Public,4,No,High School,Far,Female,69
15,Medium,No,6,55,Low,Yes,Medium,Private,2,No,High School,Near,Male,64
18,Low,Yes,9,68,Low,Yes,Low,Private,2,No,Postgraduate,Near,Male,61
26,Low,No,7,53,Low,Yes,High,Public,2,No,High School,Near,Female,64
17,Medium,No,6,59,Medium,Yes,Medium,Public,3,No,High School,Moderate,Male,68
25,Medium,No,8,53,High,Yes,High,Public,3,Yes,High School,Far,Female,67
13,High,No,4,94,Medium,Yes,Low,Public,3,Yes,High School,Near,Male,62
23,Medium,Yes,9,89,Medium,Yes,Low,Public,2,No,High School,Near,Female,66
29,Medium,Yes,10,93,High,Yes,Low,Public,4,No,High School,Moderate,Male,72
5,Medium,Yes,8,93,High,Yes,High,Public,3,No,College,Moderate,Male,68
15,Medium,Yes,8,97,Medium,Yes,High,Public,3,No,High School,Near,Male,71
23,Medium,Yes,7,59,High,Yes,Medium,Public,2,No,High School,Moderate,Female,65
19,Medium,Yes,5,95,Low,No,Medium,Private,3,No,High School,Moderate,Female,68
22,Medium,No,9,76,Medium,Yes,Low,Public,5,No,High School,Far,Female,65
16,High,Yes,8,58,Medium,Yes,Medium,Public,4,No,High School,Near,Female,64
21,Medium,No,8,83,Medium,Yes,Medium,Public,4,Yes,High School,Far,Male,65
19,High,Yes,8,66,Low,Yes,Low,Private,4,Yes,High School,Near,Male,65
27,High,No,7,52,High,Yes,Medium,Private,3,No,College,Moderate,Female,73
22,Medium,Yes,6,54,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Male,72
22,Low,Yes,10,71,Medium,Yes,Medium,Private,1,No,College,Near,Male,64
18,Medium,Yes,7,91,Low,Yes,Low,Public,4,Yes,Postgraduate,Moderate,Male,69
17,Medium,No,6,66,High,Yes,High,Private,3,No,High School,Near,Male,69
17,Medium,Yes,9,88,Medium,No,Medium,Public,2,No,High School,Near,Male,70
22,Low,No,7,53,Low,Yes,Low,Public,3,No,High School,Near,Female,83
17,High,No,7,70,Low,Yes,Low,Private,5,No,Postgraduate,Near,Female,68
22,Low,Yes,9,56,High,Yes,Low,Public,3,Yes,College,Near,Female,84
32,Medium,Yes,8,93,High,Yes,Medium,Public,3,No,Postgraduate,Far,Female,75
25,Low,No,8,98,Medium,Yes,Medium,Public,5,No,Postgraduate,Near,Female,67
18,Medium,Yes,5,66,Medium,Yes,High,Private,4,No,Postgraduate,Near,Male,69
27,High,No,8,99,High,No,Medium,Public,4,No,High School,Near,Male,71
18,Medium,Yes,5,88,Medium,Yes,Medium,Public,5,No,College,Near,Female,66
8,Medium,No,6,50,High,Yes,Medium,Public,2,No,College,Near,Male,65
14,High,No,7,74,Medium,Yes,High,Private,5,No,College,Near,Male,70
9,High,No,7,92,High,Yes,Low,Public,4,No,Postgraduate,Near,Male,66
18,High,Yes,8,77,Medium,Yes,Medium,Public,4,No,Postgraduate,Near,Male,74
20,High,No,8,77,Medium,Yes,High,Private,4,No,High School,Moderate,Male,66
30,Medium,No,8,72,Low,Yes,Low,Public,2,No,High School,Moderate,Male,68
22,Medium,Yes,5,70,Medium,Yes,Low,Public,1,No,College,Near,Male,68
19,Medium,No,10,51,Medium,Yes,Medium,Public,3,Yes,College,Near,Female,62
25,Medium,Yes,7,81,Medium,Yes,Medium,Private,2,No,Postgraduate,Moderate,Male,71
7,Medium,No,9,88,Medium,Yes,Low,Public,2,No,College,Near,Female,63
21,High,No,4,90,Medium,Yes,Medium,Public,3,No,High School,Far,Male,69
25,Medium,Yes,7,81,High,Yes,Medium,Public,0,No,College,Near,Male,71
11,High,Yes,5,67,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Male,66
27,Medium,No,6,51,Low,Yes,Low,Public,2,No,Postgraduate,Moderate,Male,64
22,Medium,Yes,7,95,Low,Yes,Low,Public,2,No,High School,Moderate,Female,65
18,Medium,No,6,71,Medium,Yes,Medium,Public,2,No,High School,Near,Female,69
24,Medium,No,9,80,Medium,Yes,Medium,Private,3,No,High School,Near,Female,66
34,Medium,Yes,10,60,Low,Yes,Medium,Public,4,No,High School,Near,Female,67
21,Medium,Yes,6,57,Medium,Yes,Low,Public,5,No,High School,Far,Male,65
21,Low,Yes,6,54,High,Yes,Low,Public,2,No,College,Moderate,Male,65
17,High,No,5,90,High,Yes,Low,Private,4,No,High School,Near,Male,67
15,Low,Yes,9,82,Low,Yes,Medium,Public,3,No,College,Near,Male,66
25,Medium,Yes,7,81,Low,Yes,High,Public,1,No,High School,Near,Male,69
15,Medium,No,7,96,Low,Yes,Low,Public,2,No,College,,Male,64
20,Medium,Yes,7,58,High,Yes,High,Private,4,No,High School,Near,Male,70
17,High,Yes,7,59,Low,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,68
23,High,Yes,6,59,Low,Yes,Medium,Public,1,No,,Near,Male,68
22,High,Yes,7,71,Low,Yes,High,Private,3,No,High School,Near,Female,69
26,Medium,Yes,7,94,High,Yes,High,Public,2,No,High School,Moderate,Female,68
17,Medium,Yes,8,94,Medium,Yes,Medium,Public,2,Yes,College,Near,Female,70
18,High,Yes,5,80,Medium,Yes,Low,Public,3,No,High School,Near,Female,67
14,High,Yes,7,83,Medium,No,Low,Public,3,No,College,Near,Male,72
17,High,No,6,95,Medium,Yes,Low,Public,4,No,High School,Near,Male,69
22,High,No,7,81,Medium,Yes,Medium,Private,3,No,High School,Moderate,Male,69
25,Low,Yes,8,61,Low,No,Low,Public,4,No,College,Moderate,Female,64
14,Low,Yes,6,85,Medium,Yes,Medium,Public,3,No,High School,Near,Female,63
25,High,Yes,9,88,Medium,Yes,Medium,Public,3,Yes,High School,Near,Male,70
28,High,Yes,4,82,Medium,Yes,Medium,Private,3,No,High School,Near,Male,70
22,High,Yes,9,64,Low,Yes,Medium,Public,2,No,College,Near,Female,66
31,Medium,No,9,70,Low,Yes,Low,Public,4,No,Postgraduate,Near,Female,70
15,Medium,Yes,6,74,High,Yes,High,Public,2,No,Postgraduate,Near,Female,66
13,Medium,Yes,6,57,Medium,Yes,Low,Public,5,No,College,Near,Male,68
9,Medium,No,5,73,Medium,Yes,Medium,Public,4,No,College,Near,Male,61
29,Medium,No,8,58,Medium,Yes,High,Private,4,No,College,Moderate,Female,72
24,High,No,7,75,Low,Yes,Medium,Public,2,No,High School,Moderate,Female,69
20,Medium,Yes,6,53,Low,Yes,Medium,Public,4,No,,Far,Female,63
22,Medium,Yes,5,97,Medium,Yes,Medium,Private,5,No,High School,Near,Male,72
13,Medium,Yes,10,62,Medium,Yes,High,Private,4,No,College,Moderate,Male,65
35,Medium,Yes,6,73,High,Yes,High,Public,5,No,High School,Moderate,Female,74
21,Medium,Yes,7,52,Low,Yes,High,Public,4,No,High School,Far,Male,62
21,High,No,7,60,Low,Yes,Low,Private,4,No,Postgraduate,Near,Male,65
24,Low,No,6,85,Low,Yes,Low,Public,4,No,High School,Moderate,Female,68
23,Medium,Yes,6,56,Medium,Yes,Medium,Public,2,Yes,,Near,Male,66
21,High,Yes,6,81,Low,Yes,High,Public,4,No,Postgraduate,Moderate,Male,71
15,Medium,No,8,50,Low,Yes,Medium,Public,2,Yes,Postgraduate,Near,Female,62
23,Low,Yes,6,73,Low,Yes,Low,Public,2,No,High School,Moderate,Female,65
31,Medium,No,9,86,Low,Yes,High,Public,3,No,Postgraduate,Moderate,Male,68
28,Medium,No,6,96,Medium,Yes,Medium,Public,3,No,High School,Near,Male,70
